ID,Newspaper,Link
109,el_pais,https://elpais.com/espana/catalunya/2024-12-10/salvador-illa-forzado-a-comparecer-en-el-parlament-por-la-incorporacion-de-la-policia-nacional-en-el-centro-de-emergencias-112.html
110,el_pais,https://elpais.com/us/2024-12-10/inseguridad-ansiedad-y-miedo-aumentan-los-problemas-de-salud-mental-entre-los-migrantes.html
111,el_pais,https://elpais.com/mexico/opinion/2024-12-09/sujo-imaginar-un-destino-distinto.html
112,el_pais,https://elpais.com/espana/2024-12-09/clavijo-intenta-encajar-su-pacto-migratorio-con-el-pp-en-el-preambulo-de-la-reforma-de-la-ley-de-extranjeria.html
113,el_pais,https://elpais.com/podcasts/hoy-en-el-pais/2024-12-09/podcast-empadronarse-del-derecho-basico-al-mercado-negro.html
114,el_pais,https://elpais.com/espana/2024-12-09/vox-deja-solo-al-pp-en-burgos-por-mantener-una-partida-para-asistir-a-los-migrantes.html
115,el_pais,https://elpais.com/us/2024-12-09/los-ultimos-dias-de-un-mural-que-representa-el-arte-latino-plasmado-en-las-calles-de-washington.html
116,el_pais,https://elpais.com/espana/madrid/2024-12-07/dia-de-las-velitas-la-diaspora-colombiana-implanta-en-madrid-su-fiesta-mas-querida.html
117,el_pais,https://elpais.com/us/2024-12-06/trump-nombra-dos-nuevos-altos-cargos-para-ejecutar-su-politica-de-mano-dura-en-inmigracion.html
118,el_pais,https://elpais.com/opinion/2024-12-06/chantaje-de-vox-cerrazon-del-pp.html
119,el_pais,https://elpais.com/us/2024-12-06/trafico-de-migrantes-desde-la-base-militar-tres-soldados-arrestados-en-texas-por-presunto-contrabando-de-humanos.html
120,el_pais,https://elpais.com/us/2024-12-06/biden-se-despide-con-el-ofrecimiento-de-miles-de-visas-h-2b-para-trabajadores-no-agricolas.html
121,el_pais,https://elpais.com/mexico/2024-12-05/mexico-se-concentra-en-la-frontera-para-prepararse-ante-las-deportaciones-masivas-de-trump.html
122,el_pais,https://elpais.com/espana/2024-12-05/mas-de-20-organizaciones-reclaman-al-gobierno-participar-en-la-aplicacion-del-pacto-migratorio-de-la-ue.html
